raceId,driverId,year,race,circuit,grid,position,constructor,overtake,circuit_type
1024,842,2019,Singapore Grand Prix,Marina Bay Street Circuit,11,8,Toro Rosso,3,permanent
1024,807,2019,Singapore Grand Prix,Marina Bay Street Circuit,8,9,Renault,-1,permanent
1024,841,2019,Singapore Grand Prix,Marina Bay Street Circuit,10,10,Alfa Romeo,0,permanent
1024,154,2019,Singapore Grand Prix,Marina Bay Street Circuit,17,11,Haas F1 Team,6,permanent
1024,832,2019,Singapore Grand Prix,Marina Bay Street Circuit,7,12,McLaren,-5,permanent
1024,840,2019,Singapore Grand Prix,Marina Bay Street Circuit,16,13,Racing Point,3,permanent
1024,817,2019,Singapore Grand Prix,Marina Bay Street Circuit,20,14,Renault,6,permanent
1024,826,2019,Singapore Grand Prix,Marina Bay Street Circuit,14,15,Toro Rosso,-1,permanent
1024,9,2019,Singapore Grand Prix,Marina Bay Street Circuit,19,16,Williams,3,permanent
1024,825,2019,Singapore Grand Prix,Marina Bay Street Circuit,13,17,Haas F1 Team,-4,permanent
1024,8,2019,Singapore Grand Prix,Marina Bay Street Circuit,12,18,Alfa Romeo,-6,permanent
1024,815,2019,Singapore Grand Prix,Marina Bay Street Circuit,15,19,Racing Point,-4,permanent
1024,847,2019,Singapore Grand Prix,Marina Bay Street Circuit,18,20,Williams,-2,permanent
1025,1,2019,Russian Grand Prix,Sochi Autodrom,2,1,Mercedes,1,permanent
1025,822,2019,Russian Grand Prix,Sochi Autodrom,4,2,Mercedes,2,permanent
1025,844,2019,Russian Grand Prix,Sochi Autodrom,1,3,Ferrari,-2,permanent
1025,830,2019,Russian Grand Prix,Sochi Autodrom,9,4,Red Bull,5,permanent
1025,832,2019,Russian Grand Prix,Sochi Autodrom,5,6,McLaren,-1,permanent
1025,815,2019,Russian Grand Prix,Sochi Autodrom,11,7,Racing Point,4,permanent
1025,846,2019,Russian Grand Prix,Sochi Autodrom,7,8,McLaren,-1,permanent
1025,825,2019,Russian Grand Prix,Sochi Autodrom,13,9,Haas F1 Team,4,permanent
1025,807,2019,Russian Grand Prix,Sochi Autodrom,6,10,Renault,-4,permanent
1025,840,2019,Russian Grand Prix,Sochi Autodrom,14,11,Racing Point,3,permanent
1025,826,2019,Russian Grand Prix,Sochi Autodrom,19,12,Toro Rosso,7,permanent
1025,8,2019,Russian Grand Prix,Sochi Autodrom,15,13,Alfa Romeo,2,permanent
1025,842,2019,Russian Grand Prix,Sochi Autodrom,16,14,Toro Rosso,2,permanent
1025,841,2019,Russian Grand Prix,Sochi Autodrom,12,15,Alfa Romeo,-3,permanent
1025,9,2019,Russian Grand Prix,Sochi Autodrom,18,16,Williams,2,permanent
1025,847,2019,Russian Grand Prix,Sochi Autodrom,17,17,Williams,0,permanent
1025,20,2019,Russian Grand Prix,Sochi Autodrom,3,18,Ferrari,-15,permanent
1025,817,2019,Russian Grand Prix,Sochi Autodrom,10,19,Renault,-9,permanent
1025,154,2019,Russian Grand Prix,Sochi Autodrom,8,20,Haas F1 Team,-12,permanent
1026,822,2019,Japanese Grand Prix,Suzuka Circuit,3,1,Mercedes,2,permanent
1026,20,2019,Japanese Grand Prix,Suzuka Circuit,1,2,Ferrari,-1,permanent
1026,1,2019,Japanese Grand Prix,Suzuka Circuit,4,3,Mercedes,1,permanent
1026,848,2019,Japanese Grand Prix,Suzuka Circuit,6,4,Red Bull,2,permanent
1026,832,2019,Japanese Grand Prix,Suzuka Circuit,7,5,McLaren,2,permanent
1026,844,2019,Japanese Grand Prix,Suzuka Circuit,2,6,Ferrari,-4,permanent
1026,842,2019,Japanese Grand Prix,Suzuka Circuit,9,7,Toro Rosso,2,permanent
1026,815,2019,Japanese Grand Prix,Suzuka Circuit,17,8,Racing Point,9,permanent
1026,840,2019,Japanese Grand Prix,Suzuka Circuit,12,9,Racing Point,3,permanent
1026,826,2019,Japanese Grand Prix,Suzuka Circuit,14,10,Toro Rosso,4,permanent
1026,846,2019,Japanese Grand Prix,Suzuka Circuit,8,11,McLaren,-3,permanent
1026,8,2019,Japanese Grand Prix,Suzuka Circuit,13,12,Alfa Romeo,1,permanent
1026,154,2019,Japanese Grand Prix,Suzuka Circuit,10,13,Haas F1 Team,-3,permanent
1026,841,2019,Japanese Grand Prix,Suzuka Circuit,11,14,Alfa Romeo,-3,permanent
1026,825,2019,Japanese Grand Prix,Suzuka Circuit,19,15,Haas F1 Team,4,permanent
1026,847,2019,Japanese Grand Prix,Suzuka Circuit,18,16,Williams,2,permanent
1026,830,2019,Japanese Grand Prix,Suzuka Circuit,5,18,Red Bull,-13,permanent
1026,817,2019,Japanese Grand Prix,Suzuka Circuit,16,19,Renault,-3,permanent
1026,807,2019,Japanese Grand Prix,Suzuka Circuit,15,20,Renault,-5,permanent
1027,1,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,3,1,Mercedes,2,permanent
1027,20,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2,2,Ferrari,0,permanent
1027,822,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,6,3,Mercedes,3,permanent
1027,844,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,1,4,Ferrari,-3,permanent
1027,848,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,5,5,Red Bull,0,permanent
1027,830,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,4,6,Red Bull,-2,permanent
1027,815,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,11,7,Racing Point,4,permanent
1027,817,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,13,8,Renault,5,permanent
1027,842,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,10,9,Toro Rosso,1,permanent
1027,807,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,12,10,Renault,2,permanent
1027,826,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,9,11,Toro Rosso,-2,permanent
1027,840,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,16,12,Racing Point,4,permanent
1027,832,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,7,13,McLaren,-6,permanent
1027,841,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,15,14,Alfa Romeo,1,permanent
1027,825,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,17,15,Haas F1 Team,2,permanent
1027,847,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,19,16,Williams,3,permanent
1027,154,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,18,17,Haas F1 Team,1,permanent
1027,9,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,20,18,Williams,2,permanent
1027,8,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,14,19,Alfa Romeo,-5,permanent
1027,846,2019,Mexican Grand Prix,Autódromo Hermanos Rodríguez,8,20,McLaren,-12,permanent
1031,822,2020,Austrian Grand Prix,Red Bull Ring,1,1,Mercedes,0,permanent
1028,822,2019,United States Grand Prix,Circuit of the Americas,1,1,Mercedes,0,permanent
1028,1,2019,United States Grand Prix,Circuit of the Americas,5,2,Mercedes,3,permanent
1028,830,2019,United States Grand Prix,Circuit of the Americas,3,3,Red Bull,0,permanent
1028,844,2019,United States Grand Prix,Circuit of the Americas,4,4,Ferrari,0,permanent
1028,848,2019,United States Grand Prix,Circuit of the Americas,6,5,Red Bull,1,permanent
1028,817,2019,United States Grand Prix,Circuit of the Americas,9,6,Renault,3,permanent
1028,846,2019,United States Grand Prix,Circuit of the Americas,8,7,McLaren,1,permanent
1028,832,2019,United States Grand Prix,Circuit of the Americas,7,8,McLaren,-1,permanent
1028,807,2019,United States Grand Prix,Circuit of the Americas,11,9,Renault,2,permanent
1028,8,2019,United States Grand Prix,Circuit of the Americas,17,11,Alfa Romeo,6,permanent
1028,826,2019,United States Grand Prix,Circuit of the Americas,13,12,Toro Rosso,1,permanent
1028,840,2019,United States Grand Prix,Circuit of the Americas,14,13,Racing Point,1,permanent
1028,841,2019,United States Grand Prix,Circuit of the Americas,16,14,Alfa Romeo,2,permanent
1028,154,2019,United States Grand Prix,Circuit of the Americas,15,15,Haas F1 Team,0,permanent
1028,842,2019,United States Grand Prix,Circuit of the Americas,10,16,Toro Rosso,-6,permanent
1028,847,2019,United States Grand Prix,Circuit of the Americas,18,17,Williams,1,permanent
1028,825,2019,United States Grand Prix,Circuit of the Americas,12,18,Haas F1 Team,-6,permanent
1028,9,2019,United States Grand Prix,Circuit of the Americas,19,19,Williams,0,permanent
1028,20,2019,United States Grand Prix,Circuit of the Americas,2,20,Ferrari,-18,permanent
1029,830,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,1,1,Red Bull,0,permanent
1029,842,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,6,2,Toro Rosso,4,permanent
1029,832,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,20,3,McLaren,17,permanent
1029,8,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,8,4,Alfa Romeo,4,permanent
1029,841,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,12,5,Alfa Romeo,7,permanent
1029,817,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,11,6,Renault,5,permanent
1029,1,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,3,7,Mercedes,-4,permanent
1029,846,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,10,8,McLaren,2,permanent
1029,815,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,15,9,Racing Point,6,permanent
1029,826,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,16,10,Toro Rosso,6,permanent
1029,825,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,9,11,Haas F1 Team,-2,permanent
1029,847,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,18,12,Williams,6,permanent
1029,154,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,7,13,Haas F1 Team,-6,permanent
1029,848,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,5,14,Red Bull,-9,permanent
1029,807,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,13,15,Renault,-2,permanent
1029,9,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,19,16,Williams,3,permanent
1029,20,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,2,17,Ferrari,-15,permanent
1029,844,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,14,18,Ferrari,-4,permanent
1029,840,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,17,19,Racing Point,-2,permanent
1029,822,2019,Brazilian Grand Prix,Autódromo José Carlos Pace,4,20,Mercedes,-16,permanent
1030,1,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,1,1,Mercedes,0,permanent
1030,830,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,2,2,Red Bull,0,permanent
1030,844,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,3,3,Ferrari,0,permanent
1030,822,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,20,4,Mercedes,16,permanent
1030,20,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,4,5,Ferrari,-1,permanent
1030,848,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,5,6,Red Bull,-1,permanent
1030,815,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,10,7,Racing Point,3,permanent
1030,846,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,6,8,McLaren,-2,permanent
1030,826,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,13,9,Toro Rosso,4,permanent
1030,832,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,8,10,McLaren,-2,permanent
1030,817,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,7,11,Renault,-4,permanent
1030,807,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,9,12,Renault,-3,permanent
1030,8,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,17,13,Alfa Romeo,4,permanent
1030,825,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,14,14,Haas F1 Team,0,permanent
1030,154,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,15,15,Haas F1 Team,0,permanent
1030,841,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,16,16,Alfa Romeo,0,permanent
1030,847,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,18,17,Williams,1,permanent
1030,842,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,11,18,Toro Rosso,-7,permanent
1030,9,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,19,19,Williams,0,permanent
1030,840,2019,Abu Dhabi Grand Prix,Yas Marina Circuit,12,20,Racing Point,-8,permanent
1031,844,2020,Austrian Grand Prix,Red Bull Ring,7,2,Ferrari,5,permanent
1031,846,2020,Austrian Grand Prix,Red Bull Ring,3,3,McLaren,0,permanent
1031,1,2020,Austrian Grand Prix,Red Bull Ring,5,4,Mercedes,1,permanent
1031,832,2020,Austrian Grand Prix,Red Bull Ring,8,5,McLaren,3,permanent
1031,815,2020,Austrian Grand Prix,Red Bull Ring,6,6,Racing Point,0,permanent
1031,842,2020,Austrian Grand Prix,Red Bull Ring,12,7,AlphaTauri,5,permanent
1031,839,2020,Austrian Grand Prix,Red Bull Ring,14,8,Renault,6,permanent
1031,841,2020,Austrian Grand Prix,Red Bull Ring,18,9,Alfa Romeo,9,permanent
1031,20,2020,Austrian Grand Prix,Red Bull Ring,11,10,Ferrari,1,permanent
1031,849,2020,Austrian Grand Prix,Red Bull Ring,20,11,Williams,9,permanent
1031,826,2020,Austrian Grand Prix,Red Bull Ring,13,12,AlphaTauri,1,permanent
1031,848,2020,Austrian Grand Prix,Red Bull Ring,4,13,Red Bull,-9,permanent
1031,8,2020,Austrian Grand Prix,Red Bull Ring,19,14,Alfa Romeo,5,permanent
1031,847,2020,Austrian Grand Prix,Red Bull Ring,17,15,Williams,2,permanent
1031,154,2020,Austrian Grand Prix,Red Bull Ring,15,16,Haas F1 Team,-1,permanent
1031,825,2020,Austrian Grand Prix,Red Bull Ring,16,17,Haas F1 Team,-1,permanent
1031,840,2020,Austrian Grand Prix,Red Bull Ring,9,18,Racing Point,-9,permanent
1031,817,2020,Austrian Grand Prix,Red Bull Ring,10,19,Renault,-9,permanent
1031,830,2020,Austrian Grand Prix,Red Bull Ring,2,20,Red Bull,-18,permanent
1032,1,2020,Styrian Grand Prix,Red Bull Ring,1,1,Mercedes,0,permanent
1032,822,2020,Styrian Grand Prix,Red Bull Ring,4,2,Mercedes,2,permanent
1032,830,2020,Styrian Grand Prix,Red Bull Ring,2,3,Red Bull,-1,permanent
1032,848,2020,Styrian Grand Prix,Red Bull Ring,6,4,Red Bull,2,permanent
1032,846,2020,Styrian Grand Prix,Red Bull Ring,9,5,McLaren,4,permanent
1032,815,2020,Styrian Grand Prix,Red Bull Ring,17,6,Racing Point,11,permanent
1032,840,2020,Styrian Grand Prix,Red Bull Ring,12,7,Racing Point,5,permanent
1032,817,2020,Styrian Grand Prix,Red Bull Ring,8,8,Renault,0,permanent
1032,832,2020,Styrian Grand Prix,Red Bull Ring,3,9,McLaren,-6,permanent
1032,826,2020,Styrian Grand Prix,Red Bull Ring,13,10,AlphaTauri,3,permanent
1032,8,2020,Styrian Grand Prix,Red Bull Ring,16,11,Alfa Romeo,5,permanent
1032,825,2020,Styrian Grand Prix,Red Bull Ring,15,12,Haas F1 Team,3,permanent
1032,841,2020,Styrian Grand Prix,Red Bull Ring,19,14,Alfa Romeo,5,permanent
1032,842,2020,Styrian Grand Prix,Red Bull Ring,7,15,AlphaTauri,-8,permanent
1032,847,2020,Styrian Grand Prix,Red Bull Ring,11,16,Williams,-5,permanent
1032,849,2020,Styrian Grand Prix,Red Bull Ring,18,17,Williams,1,permanent
1032,839,2020,Styrian Grand Prix,Red Bull Ring,5,18,Renault,-13,permanent
1032,844,2020,Styrian Grand Prix,Red Bull Ring,14,19,Ferrari,-5,permanent
1032,20,2020,Styrian Grand Prix,Red Bull Ring,10,20,Ferrari,-10,permanent
1033,1,2020,Hungarian Grand Prix,Hungaroring,1,1,Mercedes,0,permanent
1033,830,2020,Hungarian Grand Prix,Hungaroring,7,2,Red Bull,5,permanent
1033,822,2020,Hungarian Grand Prix,Hungaroring,2,3,Mercedes,-1,permanent
1033,840,2020,Hungarian Grand Prix,Hungaroring,3,4,Racing Point,-1,permanent
1033,848,2020,Hungarian Grand Prix,Hungaroring,13,5,Red Bull,8,permanent
1033,20,2020,Hungarian Grand Prix,Hungaroring,5,6,Ferrari,-1,permanent
1033,815,2020,Hungarian Grand Prix,Hungaroring,4,7,Racing Point,-3,permanent
1033,817,2020,Hungarian Grand Prix,Hungaroring,11,8,Renault,3,permanent
1033,832,2020,Hungarian Grand Prix,Hungaroring,9,9,McLaren,0,permanent
1033,844,2020,Hungarian Grand Prix,Hungaroring,6,11,Ferrari,-5,permanent
1033,826,2020,Hungarian Grand Prix,Hungaroring,17,12,AlphaTauri,5,permanent
1033,846,2020,Hungarian Grand Prix,Hungaroring,8,13,McLaren,-5,permanent
1033,839,2020,Hungarian Grand Prix,Hungaroring,14,14,Renault,0,permanent
1033,8,2020,Hungarian Grand Prix,Hungaroring,20,15,Alfa Romeo,5,permanent
1033,841,2020,Hungarian Grand Prix,Hungaroring,19,17,Alfa Romeo,2,permanent
1033,847,2020,Hungarian Grand Prix,Hungaroring,12,18,Williams,-6,permanent
1033,849,2020,Hungarian Grand Prix,Hungaroring,15,19,Williams,-4,permanent
1033,842,2020,Hungarian Grand Prix,Hungaroring,10,20,AlphaTauri,-10,permanent
1034,1,2020,British Grand Prix,Silverstone Circuit,1,1,Mercedes,0,permanent
1034,830,2020,British Grand Prix,Silverstone Circuit,3,2,Red Bull,1,permanent
1034,844,2020,British Grand Prix,Silverstone Circuit,4,3,Ferrari,1,permanent
1034,817,2020,British Grand Prix,Silverstone Circuit,8,4,Renault,4,permanent
1034,846,2020,British Grand Prix,Silverstone Circuit,5,5,McLaren,0,permanent
1034,839,2020,British Grand Prix,Silverstone Circuit,9,6,Renault,3,permanent
1034,842,2020,British Grand Prix,Silverstone Circuit,11,7,AlphaTauri,4,permanent
1034,848,2020,British Grand Prix,Silverstone Circuit,12,8,Red Bull,4,permanent
1034,840,2020,British Grand Prix,Silverstone Circuit,6,9,Racing Point,-3,permanent
1034,20,2020,British Grand Prix,Silverstone Circuit,10,10,Ferrari,0,permanent
1034,822,2020,British Grand Prix,Silverstone Circuit,2,11,Mercedes,-9,permanent
1034,847,2020,British Grand Prix,Silverstone Circuit,20,12,Williams,8,permanent
1034,832,2020,British Grand Prix,Silverstone Circuit,7,13,McLaren,-6,permanent
1034,841,2020,British Grand Prix,Silverstone Circuit,15,14,Alfa Romeo,1,permanent
1034,849,2020,British Grand Prix,Silverstone Circuit,18,15,Williams,3,permanent
1034,154,2020,British Grand Prix,Silverstone Circuit,17,16,Haas F1 Team,1,permanent
1034,8,2020,British Grand Prix,Silverstone Circuit,16,17,Alfa Romeo,-1,permanent
1034,826,2020,British Grand Prix,Silverstone Circuit,19,18,AlphaTauri,1,permanent
1034,825,2020,British Grand Prix,Silverstone Circuit,14,19,Haas F1 Team,-5,permanent
1034,807,2020,British Grand Prix,Silverstone Circuit,13,20,Racing Point,-7,permanent
1035,830,2020,70th Anniversary Grand Prix,Silverstone Circuit,4,1,Red Bull,3,permanent
1035,1,2020,70th Anniversary Grand Prix,Silverstone Circuit,2,2,Mercedes,0,permanent
1035,822,2020,70th Anniversary Grand Prix,Silverstone Circuit,1,3,Mercedes,-2,permanent
1035,844,2020,70th Anniversary Grand Prix,Silverstone Circuit,8,4,Ferrari,4,permanent
1035,848,2020,70th Anniversary Grand Prix,Silverstone Circuit,9,5,Red Bull,4,permanent
1035,840,2020,70th Anniversary Grand Prix,Silverstone Circuit,6,6,Racing Point,0,permanent
1035,807,2020,70th Anniversary Grand Prix,Silverstone Circuit,3,7,Racing Point,-4,permanent
1035,839,2020,70th Anniversary Grand Prix,Silverstone Circuit,14,8,Renault,6,permanent
1035,846,2020,70th Anniversary Grand Prix,Silverstone Circuit,10,9,McLaren,1,permanent
1035,826,2020,70th Anniversary Grand Prix,Silverstone Circuit,16,10,AlphaTauri,6,permanent
1035,842,2020,70th Anniversary Grand Prix,Silverstone Circuit,7,11,AlphaTauri,-4,permanent
1035,20,2020,70th Anniversary Grand Prix,Silverstone Circuit,11,12,Ferrari,-1,permanent
1035,832,2020,70th Anniversary Grand Prix,Silverstone Circuit,12,13,McLaren,-1,permanent
1035,817,2020,70th Anniversary Grand Prix,Silverstone Circuit,5,14,Renault,-9,permanent
1035,8,2020,70th Anniversary Grand Prix,Silverstone Circuit,20,15,Alfa Romeo,5,permanent
1035,154,2020,70th Anniversary Grand Prix,Silverstone Circuit,13,16,Haas F1 Team,-3,permanent
1035,841,2020,70th Anniversary Grand Prix,Silverstone Circuit,19,17,Alfa Romeo,2,permanent
1035,847,2020,70th Anniversary Grand Prix,Silverstone Circuit,15,18,Williams,-3,permanent
1035,849,2020,70th Anniversary Grand Prix,Silverstone Circuit,18,19,Williams,-1,permanent
1035,825,2020,70th Anniversary Grand Prix,Silverstone Circuit,17,20,Haas F1 Team,-3,permanent
1036,1,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,1,Mercedes,0,permanent
1036,830,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,2,Red Bull,1,permanent
1036,822,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,3,Mercedes,-1,permanent
1036,840,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,5,4,Racing Point,1,permanent
1036,815,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,5,Racing Point,-1,permanent
1036,832,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,7,6,McLaren,1,permanent
1036,20,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,11,7,Ferrari,4,permanent
1036,848,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,6,8,Red Bull,-2,permanent
1036,842,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,10,9,AlphaTauri,1,permanent
1036,846,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,10,McLaren,-2,permanent
1036,817,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13,11,Renault,2,permanent
1036,826,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12,12,AlphaTauri,0,permanent
1036,839,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,15,13,Renault,2,permanent
1036,8,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,14,Alfa Romeo,0,permanent
1036,825,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16,15,Haas F1 Team,1,permanent
1036,841,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,20,16,Alfa Romeo,4,permanent
1036,847,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,18,17,Williams,1,permanent
1036,849,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,19,18,Williams,1,permanent
1036,154,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,17,19,Haas F1 Team,-2,permanent
1036,844,2020,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9,20,Ferrari,-11,permanent
1037,1,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,1,Mercedes,0,permanent
1037,822,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,2,Mercedes,0,permanent
1037,830,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,3,Red Bull,0,permanent
1037,817,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,4,Renault,0,permanent
1037,839,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,6,5,Renault,1,permanent
1037,848,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,5,6,Red Bull,-1,permanent
1037,846,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,10,7,McLaren,3,permanent
1037,842,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,12,8,AlphaTauri,4,permanent
1037,840,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,9,9,Racing Point,0,permanent
1037,815,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,8,10,Racing Point,-2,permanent
1037,826,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,11,11,AlphaTauri,0,permanent
1037,8,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,16,12,Alfa Romeo,4,permanent
1037,20,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,14,13,Ferrari,1,permanent
1037,844,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,13,14,Ferrari,-1,permanent
1037,154,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,17,15,Haas F1 Team,2,permanent
1037,849,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,19,16,Williams,3,permanent
1037,825,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,20,17,Haas F1 Team,3,permanent
1037,841,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,18,18,Alfa Romeo,0,permanent
1037,847,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,15,19,Williams,-4,permanent
1037,832,2020,Belgian Grand Prix,Circuit de Spa-Francorchamps,7,20,McLaren,-13,permanent
1038,842,2020,Italian Grand Prix,Autodromo Nazionale di Monza,10,1,AlphaTauri,9,permanent
1038,832,2020,Italian Grand Prix,Autodromo Nazionale di Monza,3,2,McLaren,1,permanent
1038,840,2020,Italian Grand Prix,Autodromo Nazionale di Monza,8,3,Racing Point,5,permanent
1038,846,2020,Italian Grand Prix,Autodromo Nazionale di Monza,6,4,McLaren,2,permanent
1038,822,2020,Italian Grand Prix,Autodromo Nazionale di Monza,2,5,Mercedes,-3,permanent
1038,817,2020,Italian Grand Prix,Autodromo Nazionale di Monza,7,6,Renault,1,permanent
1038,1,2020,Italian Grand Prix,Autodromo Nazionale di Monza,1,7,Mercedes,-6,permanent
1038,839,2020,Italian Grand Prix,Autodromo Nazionale di Monza,12,8,Renault,4,permanent
1038,826,2020,Italian Grand Prix,Autodromo Nazionale di Monza,11,9,AlphaTauri,2,permanent
1038,815,2020,Italian Grand Prix,Autodromo Nazionale di Monza,4,10,Racing Point,-6,permanent
1038,849,2020,Italian Grand Prix,Autodromo Nazionale di Monza,20,11,Williams,9,permanent
1038,154,2020,Italian Grand Prix,Autodromo Nazionale di Monza,16,12,Haas F1 Team,4,permanent
1038,8,2020,Italian Grand Prix,Autodromo Nazionale di Monza,14,13,Alfa Romeo,1,permanent
1038,847,2020,Italian Grand Prix,Autodromo Nazionale di Monza,19,14,Williams,5,permanent
1038,848,2020,Italian Grand Prix,Autodromo Nazionale di Monza,9,15,Red Bull,-6,permanent
1038,841,2020,Italian Grand Prix,Autodromo Nazionale di Monza,18,16,Alfa Romeo,2,permanent
1038,830,2020,Italian Grand Prix,Autodromo Nazionale di Monza,5,17,Red Bull,-12,permanent
1038,844,2020,Italian Grand Prix,Autodromo Nazionale di Monza,13,18,Ferrari,-5,permanent
1038,825,2020,Italian Grand Prix,Autodromo Nazionale di Monza,15,19,Haas F1 Team,-4,permanent
1038,20,2020,Italian Grand Prix,Autodromo Nazionale di Monza,17,20,Ferrari,-3,permanent
1039,1,2020,Tuscan Grand Prix,Autodromo Internazionale del Mugello,1,1,Mercedes,0,permanent
1039,822,2020,Tuscan Grand Prix,Autodromo Internazionale del Mugello,2,2,Mercedes,0,permanent
1039,848,2020,Tuscan Grand Prix,Autodromo Internazionale del Mugello,4,3,Red Bull,1,permanent
1039,817,2020,Tuscan Grand Prix,Autodromo Internazionale del Mugello,8,4,Renault,4,permanent
1039,815,2020,Tuscan Grand Prix,Autodromo Internazionale del Mugello,7,5,Racing Point,2,permanent
